"Title","PMID","Year","Month","Title_trunc","DOI","Abstract","Full_Author_Name","Author_Address","Language","Publication_Type","Journal_name_short","Conflict_of_Interest_Statement","Label","...15"
"No addiction transfer from preoperative food addiction to other addictive behaviors during the first year after bariatric surgery.","34460134",2021,"Nov","No addiction transfer from preoperative food addiction to other addictive ","10.1002/erv.2857 [doi]","OBJECTIVE: The aim of the present study was to investigate whether the remission ","Dickhut, Clemens; Hase, Carolin; Gruner-Labitzke, Kerstin; Mall, Julian W; Kohler, Hinrich; de Zwaan, Martina; Muller, Astrid","Department of Psychosomatic Medicine and Psychotherapy, Hannover Medical School, ; Department of Psychiatry, Social Psychiatry and Psychotherapy, Division of ; Department of Psychosomatic Medicine and Psychotherapy, Hannover Medical School, ; Department of Surgery, Herzogin Elisabeth Hospital, Braunschweig, Germany.; Department of General, Vascular and Bariatric Surgery, KRH Klinikum Nordstadt, ; Department of Surgery, Herzogin Elisabeth Hospital, Braunschweig, Germany.; Department of Psychosomatic Medicine and Psychotherapy, Hannover Medical School, ; Department of Psychosomatic Medicine and Psychotherapy, Hannover Medical School, ","eng","Journal Article; Research Support, Non-U.S. Gov't","Eur Eat Disord Rev",NA,"European eating disorders review : the journal of the Eating Disorders ","gambling"
"Managing Problematic Usage of the Internet and Related Disorders in an Era of Diagnostic Transition: An Updated Review.","34497661",2021,NA,"Managing Problematic Usage of the Internet and Related Disorders in an Era of ","10.2174/1745017902117010061 [doi]","INTRODUCTION: Problematic Usage of the Internet (PUI) refers to a broad and ","Dell'Osso, Bernardo; Di Bernardo, Ilaria; Vismara, Matteo; Piccoli, Eleonora; Giorgetti, Federica; Molteni, Laura; Fineberg, Naomi A; Virzi, Calogero; Bowden-Jones, Henrietta; Truzoli, Roberto; Vigano, Caterina","Department of Psychiatry, University of Milan, Department of Biomedical and ; Department of Psychiatry, Bipolar Disorders Clinic, Stanford Medical School, ; Aldo Ravelli"" Center for Neurotechnology and Brain Therapeutic, University of ; Department of Psychiatry, University of Milan, Department of Biomedical and ; Department of Psychiatry, University of Milan, Department of Biomedical and ; Department of Psychiatry, University of Milan, Department of Biomedical and ; Department of Psychiatry, University of Milan, Department of Biomedical and ; Department of Psychiatry, University of Milan, Department of Biomedical and ; Hertfordshire Partnership University NHS Foundation Trust, Rosanne House, Welwyn ; Center for Clinical & Health Research Services, School of Life and Medical ; School of Clinical Medicine, University of Cambridge, Cambridge, UK.; Department of Psychiatry, University of Milan, Department of Biomedical and ; Department of Clinical and Molecular Biomedicine, Psychiatry Unit, University of ; Central North West London NHS Trust, Division of Brain Science, Imperial College ; Department of Psychiatry, University of Milan, Department of Biomedical and ; Department of Psychiatry, University of Milan, Department of Biomedical and ","eng","Journal Article; Review","Clin Pract Epidemiol Ment Health",NA,"Clinical practice and epidemiology in mental health : CP & EMH","gambling"
"Suicidal behavior in patients with gambling disorder and their response to psychological treatment: The roles of gender and gambling preference.","34536663",2021,"Nov","Suicidal behavior in patients with gambling disorder and their response to ","S0022-3956(21)00568-9 [pii]; 10.1016/j.jpsychires.2021.09.027 [doi]","Suicidal ideation and attempts are prevalent among patients with gambling ","Valenciano-Mendoza, Eduardo; Fernandez-Aranda, Fernando; Granero, Roser; Gomez-Pena, Monica; Moragas, Laura; Pino-Gutierrez, Amparo Del; Mora-Maltas, Bernat; Baenas, Isabel; Guillen-Guzman, Elias; Valero-Solis, Susana; Lara-Huallipe, Milagros Lizbeth; Codina, Ester; Mestre-Bach, Gemma; Etxandi, Mikel; Menchon, Jose M; Jimenez-Murcia, Susana","Department of Psychiatry, University Hospital of Bellvitge-IDIBELL, Barcelona, ; Department of Psychiatry, University Hospital of Bellvitge-IDIBELL, Barcelona, ; CIBER Fisiopatologia Obesidad y Nutricion (CIBERObn), Instituto de Salud Carlos ; Department of Psychiatry, University Hospital of Bellvitge-IDIBELL, Barcelona, ; Department of Psychiatry, University Hospital of Bellvitge-IDIBELL, Barcelona, ; Department of Psychiatry, University Hospital of Bellvitge-IDIBELL, Barcelona, ; Department of Psychiatry, University Hospital of Bellvitge-IDIBELL, Barcelona, ; Department of Psychiatry, University Hospital of Bellvitge-IDIBELL, Barcelona, ; Department of Child and Adolescent Psychiatry and Psychology, Institute of ; Department of Psychiatry, University Hospital of Bellvitge-IDIBELL, Barcelona, ; Department of Psychiatry, University Hospital of Bellvitge-IDIBELL, Barcelona, ; Department of Psychiatry, University Hospital of Bellvitge-IDIBELL, Barcelona, ; Universidad Internacional de La Rioja, Logrono, La Rioja, Spain.; Department of Psychiatry, University Hospital of Bellvitge-IDIBELL, Barcelona, ; Department of Psychiatry, University Hospital of Bellvitge-IDIBELL, Barcelona, ; Department of Psychiatry, University Hospital of Bellvitge-IDIBELL, Barcelona, ","eng","Journal Article; Research Support, Non-U.S. Gov't","J Psychiatr Res",NA,"Journal of psychiatric research","gambling"
"Population Screening of Gambling Behavior: Playing to Escape From Problems May Be a Key Characteristic of At-Risk Players.","34539459",2021,NA,"Population Screening of Gambling Behavior: Playing to Escape From Problems May Be ","10.3389/fpsyt.2021.690210 [doi]; 690210","The increase in gambling availability and the inclusion of gambling disorder as ","Neophytou, Klavdia; Theodorou, Marios; Theodorou, Christiana; Artemi, Tonia-Flery; Panayiotou, Georgia","Department of Psychology and Center for Applied Neuroscience, University of ; Department of Psychology and Center for Applied Neuroscience, University of ; Department of Psychology and Center for Applied Neuroscience, University of ; Department of Psychology and Center for Applied Neuroscience, University of ; Department of Psychology and Center for Applied Neuroscience, University of ","eng","Journal Article","Front Psychiatry","The authors declare that the research was conducted in the absence of any ","Frontiers in psychiatry","gambling"
"Problematic online gambling among adolescents: A systematic review about prevalence and related measurement issues.","34550906",2021,"Sep","Problematic online gambling among adolescents: A systematic review about ","10.1556/2006.2021.00055 [doi]","BACKGROUND AND AIMS: Despite its illegality among adolescents, online gambling is ","Montiel, Irene; Ortega-Baron, Jessica; Basterra-Gonzalez, Arantxa; Gonzalez-Cabrera, Joaquin; Machimbarrena, Juan Manuel","1 Faculty of Education, Universidad Internacional de La Rioja (UNIR), Avenida de ; 1 Faculty of Education, Universidad Internacional de La Rioja (UNIR), Avenida de ; 1 Faculty of Education, Universidad Internacional de La Rioja (UNIR), Avenida de ; 1 Faculty of Education, Universidad Internacional de La Rioja (UNIR), Avenida de ; 2 Faculty of Psychology, University of the Basque Country (UPV/EHU), Avenida de ","eng","Journal Article; Review; Systematic Review","J Behav Addict",NA,"Journal of behavioral addictions","gambling"
"Perfectionism predicts disordered eating and gambling via focused self-concept among those high in erroneous beliefs about their disordered behavior.","34564064",2021,"Sep","Perfectionism predicts disordered eating and gambling via focused self-concept ","10.1556/2006.2021.00068 [doi]","BACKGROUND AND AIMS: Perfectionism, a focused self-concept, and erroneous beliefs ","Tabri, Nassim; Werner, Kaitlyn M; Milyavskaya, Marina; Wohl, Michael J A","1 Department of Psychology, Carleton University, Ottawa, ON, Canada.; 2 Mental Health and Well-being Research and Training Hub, Carleton University, ; 1 Department of Psychology, Carleton University, Ottawa, ON, Canada.; 1 Department of Psychology, Carleton University, Ottawa, ON, Canada.; 2 Mental Health and Well-being Research and Training Hub, Carleton University, ; 1 Department of Psychology, Carleton University, Ottawa, ON, Canada.; 2 Mental Health and Well-being Research and Training Hub, Carleton University, ","eng","Journal Article","J Behav Addict",NA,"Journal of behavioral addictions","gambling"
"Sensation seeking and pathological gambling.","3457591",1986,"Feb","Sensation seeking and pathological gambling.",NA,NA,"Blaszczynski, A P; Wilson, A C; McConaghy, N",NA,"eng","Journal Article","Br J Addict",NA,"British journal of addiction","gambling"
"Clinical Features of Gambling Disorder Patients with and Without Food Addiction: Gender-Related Considerations.","34585341",2022,"Sep","Clinical Features of Gambling Disorder Patients with and Without Food Addiction: ","10.1007/s10899-021-10071-w [doi]","Although food addiction (FA) is a debated condition and it is not currently ","Etxandi, Mikel; Baenas, Isabel; Munguia, Lucero; Mestre-Bach, Gemma; Granero, Roser; Gomez-Pena, Monica; Moragas, Laura; Del Pino-Gutierrez, Amparo; Codina, Ester; Mora-Maltas, Bernat; Valenciano-Mendoza, Eduardo; Potenza, Marc N; Gearhardt, Ashley N; Fernandez-Aranda, Fernando; Jimenez-Murcia, Susana","Department of Psychiatry, Bellvitge University Hospital-IDIBELL, Feixa Llarga s/n ; Department of Psychiatry, Bellvitge University Hospital-IDIBELL, Feixa Llarga s/n ; Ciber Fisiopatologia Obesidad y Nutricion (CIBERObn), Instituto de Salud Carlos ; Department of Psychiatry, Bellvitge University Hospital-IDIBELL, Feixa Llarga s/n ; Department of Clinical Sciences, School of Medicine, University of Barcelona, ; Department of Psychiatry, Bellvitge University Hospital-IDIBELL, Feixa Llarga s/n ; Universidad Internacional de la Rioja, La Rioja, Spain.; Ciber Fisiopatologia Obesidad y Nutricion (CIBERObn), Instituto de Salud Carlos ; Department of Psychobiology and Methodology, Autonomous University of Barcelona, ; Department of Psychiatry, Bellvitge University Hospital-IDIBELL, Feixa Llarga s/n ; Department of Psychiatry, Bellvitge University Hospital-IDIBELL, Feixa Llarga s/n ; Ciber Fisiopatologia Obesidad y Nutricion (CIBERObn), Instituto de Salud Carlos ; Department of Public Health, Mental Health and Perinatal Nursing, School of ; Department of Psychiatry, Bellvitge University Hospital-IDIBELL, Feixa Llarga s/n ; Department of Psychiatry, Bellvitge University Hospital-IDIBELL, Feixa Llarga s/n ; Department of Psychiatry, Bellvitge University Hospital-IDIBELL, Feixa Llarga s/n ; Department of Psychiatry and Child Study Center, Yale University School of ; Connecticut Council on Problem Gambling, Wethersfield, Connecticut, USA.; Connecticut Mental Health Center, New Haven, Connecticut, USA.; Department of Neuroscience, Yale University, New Haven, Connecticut, USA.; Department of Psychology, University of Michigan, Ann Arbor, USA.; Department of Psychiatry, Bellvitge University Hospital-IDIBELL, Feixa Llarga s/n ; Ciber Fisiopatologia Obesidad y Nutricion (CIBERObn), Instituto de Salud Carlos ; Department of Clinical Sciences, School of Medicine, University of Barcelona, ; Department of Psychiatry, Bellvitge University Hospital-IDIBELL, Feixa Llarga s/n ; Ciber Fisiopatologia Obesidad y Nutricion (CIBERObn), Instituto de Salud Carlos ; Department of Clinical Sciences, School of Medicine, University of Barcelona, ","eng","Journal Article","J Gambl Stud",NA,"Journal of gambling studies","gambling"
"Addictions in patients with atopic dermatitis: a cross-sectional pilot study in Germany.","34585798",2022,"Jan","Addictions in patients with atopic dermatitis: a cross-sectional pilot study in ","10.1111/jdv.17708 [doi]","BACKGROUND: Atopic dermatitis (AD) is the most common chronic inflammatory skin ","Pilz, A C; Durner, V; Schielein, M C; Schuster, B; Beckmann, J; Biedermann, T; Eyerich, K; Zink, A","Department of Dermatology and Allergy, School of Medicine, Technical University ; Department of Dermatology and Allergy, School of Medicine, Technical University ; Department of Sport and Health Sciences, Chair of Sport Psychology, Technical ; Department of Dermatology and Allergy, School of Medicine, Technical University ; Division of Dermatology and Venereology, Department of Medicine Solna, Karolinska ; Department of Dermatology and Allergy, School of Medicine, Technical University ; Department of Sport and Health Sciences, Chair of Sport Psychology, Technical ; School of Human Movement and Nutrition Sciences, The University of Queensland, St ; Department of Dermatology and Allergy, School of Medicine, Technical University ; Department of Dermatology and Allergy, School of Medicine, Technical University ; Division of Dermatology and Venereology, Department of Medicine Solna, Karolinska ; Department of Dermatology and Allergy, School of Medicine, Technical University ; Division of Dermatology and Venereology, Department of Medicine Solna, Karolinska ","eng","Journal Article","J Eur Acad Dermatol Venereol",NA,"Journal of the European Academy of Dermatology and Venereology : JEADV","gambling"
"The stock market as a casino: Associations between stock market trading frequency and problem gambling.","34587115",2021,"Sep","The stock market as a casino: Associations between stock market trading frequency ","10.1556/2006.2021.00058 [doi]","BACKGROUND AND AIMS: Personal investors decrease their stock market investment ","Mosenhauer, Moritz; Newall, Philip W S; Walasek, Lukasz","1 Management Center Innsbruck, Universitatstrasse 15, Innsbruck 6020, Austria.; 2 Experimental Gambling Research Laboratory, School of Health, Medical and ; 3 Department of Psychology, University of Warwick, Coventry, CV4 7AL, UK.","eng","Journal Article","J Behav Addict",NA,"Journal of behavioral addictions","gambling"
